ID,Tweets,Labels
MA_YT2134,@USER Joseph ethaa ee thaazholi,OFF
MA_YT2135,Daaa pola ....... Neee aarada oru madam phooo.ninte veettil poi vilikk vedinn.kettoda.eee madangal lokathinu ennu pokunno annu nannaavum lokam.,OFF
MA_YT2136,Ohh pothakathil ollathano ðŸ˜‚ Ijjathi mathamoli miren,OFF
MA_YT2137,Nta ponnu chettta sunny chechyna vech compare cheyyitha thanta manas ðŸ™ Avar evda nikkunnu.... ithungalðŸ˜ ðŸ˜,OFF
MA_YT2138,Evar muslimalla oru mathathilum pedatha randu pooravedikal,OFF
MA_YT2139,Evaleyoke nthina bigbossilek kettivittath,OFF
MA_YT2140,Avalude amme kettikkan,OFF
MA_YT2141,Avalde valiche monde kananum Avalde taniye sabhavam kanikan,OFF
MA_YT2142,Athu correct Bro....Levanmaarude therivili kettu evalumaaru ee paripadi nirtthumonna ente oru pedi....angane ondaavilla...ennaalum angane engaanum cheythaa ....,OFF
MA_YT2143,@USER Souparnika nee pottanano atho pottanayitt abhinayikkanno,OFF
MA_YT2144,@USER Nimshu edo eth eppo oru aan cheythenkil engane aarelum theri vilikumo penn cheyunath kond alle ningal engane parayunath,NOT
MA_YT2145,"Eni enna frontil paint cheyunne, Iam waiting.......",OFF
MA_YT2146,Patti theettangal.... Kanditt shardikkan varunn... Thfuuuuu...,OFF
MA_YT2147,@USER kader Eramangalath ivalumarude karyam paranjada..... ... ShaithaneengalðŸ˜¡ðŸ˜¡ðŸ˜¡,OFF
MA_YT2148,"Che feminist endaaan ,awarde mahima endaaan enn chettan padikkanam .. allade engnethe useless gale onnum feminist ennonnum vilikalle ..",OFF
MA_YT2149,@USER thomas ningale polullavarude sapporta... Idepolullavalmare ingane nadathunnad.... Idile cament kndal thanne manasilakum nooril 99 shathamanam aalukalum ivalmarkkethirann,NOT
MA_YT2150,ival muslim samudayatinu thannae apamanamanu,OFF
MA_YT2151,Ooo paradhayum ittt parkkinnte kuttikaattilum beachil kudayuday adiyilum nadathunnath saamoohyasevanam aayirikkum onnu podo mathabrandhanmaarey,OFF
MA_YT2152,URL motham kandu ini ummaram... come on dra maheshe...,OFF
MA_YT2153,"Avalu reply thannallo...chettan pedikkanda nallathu paranjo aa poorinoodu njngl endu koode...URL avalodu oru kaaryam enikku parayan endu ""nalla chanthi""..",OFF
MA_YT2154,Vivek Narayani Ival nth janmama aan...,OFF
MA_YT2155,"Athe, ella mathatheyum behumanikkana nammal padichirikkunnath, ithokke evidunne kuttiyum parichu ponnirikya..",OFF
MA_YT2156,Endhu chitta nombum URL paradhayum itt parkkinnte kuttikaattil poyi kalikkunnathum beachilley kudakullil kalikkunnathum kandaal nee thallummo pulluthum,OFF
MA_YT2157,@USER meenakshi chechi matham manushya nirmithamma ellaathey daivam oru mathavum undaakkiyittilla angameyulla mathathey endhinu bahumaanikkannam,NOT
MA_YT2158,@USER Shafeek athu avar nokki kollum,NOT
MA_YT2159,Lesbian ano ee poori???,OFF
MA_YT2160,@USER EntertainmentsTM 24x7 poda ooole poyi pannnada naaaari,OFF
MA_YT2161,Orikkalum alla njan oru nireeshvara vadi anu But ithokke njan angekarikkunnilla  So don't generalize.,NOT
MA_YT2162,@USER zone angane alla swantham yukthibodhathin anusarich science ne vishvasikkunna alanu njan.ivar yukthivadathinte maravil itharam karyangal cheyyunnu.yukthiyenthenno yukthi bodhamenthenno ivarkkariyilla,NOT
MA_YT2163,Ivarudeyokke vijaram athanu..yukthivadham ennal swantham body mattullavark kanikkalum enth theriyum parayalum ennu,OFF
MA_YT2164,Avalenganelum jeevikatte madhaspardhathem thevravadhom balasangham onnum nadathunillalo,NOT
MA_YT2165,ðŸ˜¡Podii Alavalathikala..Rajith Sir UyirrðŸ˜ðŸ¤©ðŸ˜,OFF
MA_YT2166,Islamil vishawasamillengil vishwasikendaa but islaamine parayyaan nikkendaa koothichigale,OFF
MA_YT2167,@USER Narayanan ..yes bro Asianet ..sunithyude documents kaanuoo...jazal thannea parayunnuoo,NOT
MA_YT2168,Just tayp YouTube...jazla madasheri big boss session 2 @ suntha devadas,NOT
MA_YT2169,URL thante aa mathathile pole chaakil pothinju erikkano .karutha chaakil..onnu poyeda..,OFF
MA_YT2170,@USER Narayanan brother. Engane theri vilikkathirikkum. Ingane moshamaaya video kandaal aarayalum paranju povum.,NOT
MA_YT2171,@USER Jafar nigalude theevravatha mathathinte aa vrithiketta pardha thidunathilum nallath egane okk thanneya,OFF
MA_YT2172,"Ithil avide anu oruthanaya camera man. Pne labour IL, operation theatril male nurse und. Male docs und. Kazhchapaad anu bro. Pennu nte body Kanda enthu thonnanam Ena kazhchapaad.",NOT
MA_YT2173,Appo jesla vedi ayirunalle?,OFF
MA_YT2174,Ummaram enna paint cheyune ?,OFF
MA_YT2175,@USER Raveendran islamine kuttam paranjappol like aayathaayirikkum le seeta,OFF
MA_YT2176,"Porn videos kannun, kuzhaopamilla",NOT
MA_YT2177,Videos kaananoo vendayoo ennokkeee theerumaanikkunnadh avaravrde choice aan... Ingane ulla virthikkettaa bloodyfools cheyyunna videos kaanuveyum cheyyum adhinulla cmnts iduveyum cheyyum,OFF
MA_YT2178,Ivalkulla marupadii ingane ulla cmntsil thanne kodkkanam,NOT
MA_YT2179,Ee video kanditt enikk manassilayath Ivar ingane ayathinte karanam ivarude matham aanu. Streekale pothinju swantham vasthuvum adimayum aakkunna Kerala Islamika samooham,OFF
MA_YT2180,Verde mandatharam parayale sahodhara. Islam madham ndha enu manasilaki samsarik alathe Verde sanghikal parayuna poleyo alathe iavare (jasla rahana) Ivare munnirthi Islam madhathe vilayiruthale OK,OFF
MA_YT2181,Eee harURL parasyathil ellaa keedanuvum chathitt baaaki 2 ennam indaville ath aan ivar...,OFF
MA_YT2182,@USER MIZHAJ Nerittu kanunnathalle. Enikkum und Muslims friends both boys and girls. Oruthi paranjath Madrasayil anum pennum idayil thuni virikkum athre. Kashtam,NOT
MA_YT2183,@USER bhai Islam alla preshnam. Mattu mathsathare verukkukayum streekale adimakalakkukayum cheyyunna yathasthithika Islamic fundamentalist kal aanu,NOT
MA_YT2184,@USER bhai Vargeeyatha ethu matham ayalum prathikkarikkanam. Athil swantham matham ayathu kond verthirivu kanikkunnath aanu yathratha Vargeeyatha,NOT
MA_YT2185,What is ur pbm.. Islam madham etre lalithamaanenn ariyuo.. Chumma vaayitalakan varunnadhinu munb.. Adhyam Islam endhanenn padichitt va .. Verudhe vargeeyadha spread akanda,OFF
MA_YT2186,@USER Nut sahodhara ingane ennapetta aalukalude abiprayam ketikond Islamne vilayiruthale ena paranad OK Ningal e paranavar oke Islam half manasilakiyitulu Adhu mathram ningalod paranitulu Ningalk athra mathram ariyulu ningalk Vereyum friends ind paranalo avarodoke chodich Islamne manasilaku,NOT
MA_YT2187,Eeeee ---------nde makkal endheelum kaattunnundenn vech madhathine parayanda. Eeee poooooooo makkalkk madham innalla islam enn paraja aaa naav puzhuth chath poovum. Ighanthe shavaghal okke endhinaanaavo eee logath undaaye. Dhuniyavin thanne naanakeedðŸ˜¡,OFF
MA_YT2188,Jazlla theetam ðŸ˜¤ðŸ˜¤ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤® Ninaakonum corona verunnillalo Rajith sir ne samathikanam ivvale sahichathinnu,OFF
MA_YT2189,Lokathike manyanmar ellam ee comment boxil undalloðŸ˜œ,NOT
MA_YT2190,Lokathik veshyakalu ee vdoyil und athukk purake vaalu URL avarude shinkidikalum undallo...,OFF
MA_YT2191,Nigalk agraham undel para malarnn lidann varakandi ennit video idandi chelakunnu onn podi,OFF
MA_YT2192,Absolutely right ivelammare aarana vijaram kudipoyal lesbian intrestlla jeevikal athinppuram onnumilla,OFF
MA_YT2193,"Podi Patti, chette , kootharki payale",OFF
MA_YT2194,Ooo paradhyitt parkkinnte kuttikaattil nadakkunnavar aakum ningalkk nallavar....,OFF
MA_YT2195,"@USER Smd ee muslim pennungal anungale nere nine samsarikaruth, ore jeevanula vasthuvinde chithram varakyan padilla.. Enoke quran le undo... Ariyathonda",OFF
MA_YT2196,Dossa Oru side mathram kidannu kariju pokum. Onnu Marichu ettee.,NOT
MA_YT2197,Oru lesbian video koode upload aakadi jazle......kedakkana sadhanam pwÃ–li sanam myr******,OFF
MA_YT2198,"Islaam aayi janikkan mathramallaaa.. Yadhartha islamayi jeevikkanum, marikkanum kudi bagyam venam.. Neeyoke parihasikkunnavayude andhasatha aryaan, kurach kudi wait cheyanam. Rooh thondakkuzhoyil ethuna neram vare...",OFF
MA_YT2199,Cheyyunnthin aaar nth parnju myre... vedio edtt knikkunthineyan nayinte mone paranjth... aadym serikk vayikk pooori mone.. nnitt chelakk,OFF
MA_YT2200,Achanum ammayum abhimaanikkatte,NOT
MA_YT2201,Pornstars aarum avarude makkalude mumbil thuni illathe nilkkarilla,OFF
MA_YT2202,Sunny leone nte photo shoot und . With her daughter and hus. Nude.,NOT
MA_YT2203,Kodu kai ivaleyellam adich bithiyil ottikanam,OFF
MA_YT2204,@USER galery Ottikanulla pasha (gum) eppo kaiyil kanum le ? kallanðŸ’¦ðŸ’¦ðŸ’¦,OFF
MA_YT2205,Dhuniyaavil ivarde athre arapp vere oru jandhukkaleem undaavilla.shavaghal,OFF
MA_YT2206,@USER Anjali j ashok aval lokathin thunne haramann,OFF
MA_YT2207,@USER Kumar kanda 100000000daivangal athum kallukal. Chanakam kalakki kudikkunnavar,OFF
MA_YT2208,@USER Nimshu ningade madathil ningal viswasikuna pole thanne njangalk njangade matham parasparam respect cheyaan padikedo eth thanne aan islamsinte valya preshnam,NOT
MA_YT2209,Narakathilekk ulla viraku kollikal,OFF
MA_YT2210,Jasla ippo rate ethre,OFF
MA_YT2211,ninta achantaduth poyi chofhikeda avar nalla kariyangalum cheyunondu myrekale,OFF
MA_YT2212,Ethil lesbian anennu evidya paranjath..than agane ayathu kondu ellavarum thanne pole Kundan Maru anennu lesbian anennum avo,OFF
MA_YT2213,@USER shameem Shameem athe arsha baratha samskaram eduthu nookiyal ..theeravunna sookede evanullu,OFF
MA_YT2214,Jesla nayindamolleeeeeeeeeeeeeeeeeeee,OFF
MA_YT2215,Ente chennal onn support chynaaâ˜º,NOT
MA_YT2216,paavangalk paint adikan aarelum kurach paper kodukku allel inn URL kanichaval nale ummaram kanikkum,OFF
MA_YT2217,Ith cheguthaante kottayaaanðŸ˜ˆ,NOT
MA_YT2218,@USER fathima ninakk theettam thinnande,OFF
MA_YT2219,ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚athakumbo kundiyude chorichil kurch kuryum,OFF
MA_YT2220,Jasla niyum kundi painting nadathanam good luck,OFF
MA_YT2221,@USER TR athippo body art enthannu ketitillaatha ninne.polulla njarambukale engane paranjh manassilaakum..nanamille Bro..ingane vrithiketta commentukal idaan?,OFF
MA_YT2222,Ninakokke thuni azhich thullan anenki poy thulledi alland mattedthe sthree samathom ennm paranj varalle.njngalm sthreekalan ninteyoke oru kopum njngalk vnda,OFF
MA_YT2223,Aaa parkkillum beachillum poyaal ningal rehanaye thozhum,OFF
MA_YT2224,Kundi kandooo.. adutha videoyil kooduthal pratheekshikkunnu.... tharuo??? ðŸ˜›,OFF
MA_YT2225,nee rahananayude theetam thinnunnenkil thinneda thayoli poori,OFF
MA_YT2226,Onn poda myre ..ne film fan alle? Sreenath bhasi anelo dp ..athum haram thanne aaan ..first ne islamika ajaaraprekaram jeevikan padik ðŸ¤£,OFF
MA_YT2227,Ooo kurey team pachakuthi nadakkunnilley,NOT
MA_YT2228,@USER vp mm.. undavum athinte karyamalla njan ie jasla paranjathanu parayunnathu,NOT
MA_YT2229,@USER Hashmi undaakkum ente arivil aval oru pennvargammayenna.,OFF
MA_YT2230,@USER vp bro athinte aavashy enik illa.... oru pennin samoohathil oru vilayund ath illathakkunnath aan alla penn thanne aakumbol kashtm,NOT
MA_YT2231,"Moley ethra per ividay pacha kuthunnu athum evidayyoke.cinemayil ethra virthiketta reethiyil shareeram kannikkunnu... Sabarimala pennu kayariyath 2018 ella. Thiruvidhakoor kottara rajnni, acter sudhachandran, kanndarar mohaharuday perakutti 12 vayassukaari engage ethraper",NOT
MA_YT2232,sreejil vp ith avalude fake id aan ella commentinum reply kodukunundðŸ¤­,NOT
MA_YT2233,@USER Us Rply tharathirikaan aval celebraty onnum allallo....ivalumarokke aarnglm onnu mind cheyyan vendi nadakkaa,OFF
MA_YT2234,Amrutha Subash hmm sheriya e social mediyalil churukkam chila themmadikal support vhryum but publick aayit evale aarum support cheyathila,NOT
MA_YT2235,"Ennitt ippam ejaathi maarumarakkella shall veruthey kazhuthil chuttum , one side shall URL ennayittu kayattiya legins naannam undo ningalkk samarathey Patti parayaan chodhichaal sthri avakaasham",OFF
MA_YT2236,Oru vali ett koduthoodyirnnoo varachathin sammanam,OFF
MA_YT2237,Vallathoru tenshionil vannathanu njaan ividethe comment vayichu chirichu uppadu poyiðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,NOT
MA_YT2238,Ivalk onnum achanum ammayum illa ival mare parayunnathe pennugnal thuni illathe nadaknam annano anik manasilakunnila,OFF
MA_YT2239,De pattiku perunavalle neeyum nente kootukarum orikelum nannavuka illa,OFF
MA_YT2240,Oooo ningal aanno aalukaley nannaakaan karaar eduthath,NOT
MA_YT2241,@USER kv ookk vendenkil ool visvasikkanda .. pakshe baaki visvasikale kuttam paraynath enthina ennan ivde ee ithatha choichath .. athinulla marupadi kayyil undenkil ath paray alland verthe vere kore karyangal paranjondirkkathe,NOT
MA_YT2242,Sarath kv -:oru ettinte pani kittumbo jasla dheivame padachone enne vilikkarollun maathramðŸ˜ðŸ˜ðŸ˜,NOT
MA_YT2243,youkesh100 podi patti naayi kalla himaaar,OFF
MA_YT2244,Ni okke strrekallku abhamanamadi Ayye Haaa thuu,OFF
MA_YT2245,Poyi plus two book ezhuthiyathu arannu eduthu nokkadi... Verum penne...,OFF
MA_YT2246,Oru vedikk randu vedi kilikal.......thfuuuuu.......,OFF
MA_YT2247,Vedi vechu nalla sheelamaannello,OFF
MA_YT2248,Jasla thuuuuðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ evlde parents family ye sammathikyanam....,OFF
MA_YT2249,@USER&Femina Haseeb nintummayokke ithilum valiya team aaarikum,OFF
MA_YT2250,@USER Shaji ninte amma kundik paintadichalum ammalanganeye parayum,OFF
MA_YT2251,Oru mathagaleyum viswasikatha ivar nthina URL shabarimalak poye atha nik manasilakthe. Athoru tourism place allalo. Samadanam illathakanðŸ˜ ,OFF
MA_YT2252,Comment section vayicha manassilaavum sakshara malayalikalude saksharatha ethratholamaanenn. Mathavum moralitiyum okke varumbo atheduth thattinpurathu vekkum. Avarde shareeram avarude avakasham. Nuditiyum sexualitiyum radum randaayitt kaanan ariyaatha hypocrites.,NOT
MA_YT2253,Sheyy camera man nte avstha ðŸ˜ðŸ˜â˜„ï¸,NOT
MA_YT2254,Rand perkkum allah hidayath nalkate..,NOT
MA_YT2255,URL mahathyam shareeram full covering cheyyum athramathram palliyil achanum kanyasthriyum annninnju nadakkunnath,OFF
MA_YT2256,Kundiyude centre bagath oru wattam verakkumo Thoorunna samayath oru bangi udayikotte.,OFF
MA_YT2257,thuffff keralathile apamanam myrukal ivarokeyane corona vann chakandath thuffff,OFF
MA_YT2258,Ee Stree ke nanam ille???ðŸ˜¶ðŸ¤ðŸ˜¤,OFF
MA_YT2259,Man aavaan sadyatha illa,NOT
MA_YT2260,JCB pole teeth ulla aa karumbiâ˜» aavum...ðŸ™Š,OFF
MA_YT2261,Oru kochaanallo avasanam photo edukunnath,NOT
MA_YT2262,@USER 7.... Aaa..... Ath avrde own phonel work kanan vendi edthayan... Aa kochine video edknad or man ann,NOT
MA_YT2263,Sherikum entha ningade prashnam???,NOT
MA_YT2264,Kazhappu alla kuthikazhappu aanu ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†,OFF
MA_YT2265,nee in malarnu kidann Oru vedio chey plsðŸ˜˜,OFF
MA_YT2266,Front el ayirunea 2 malyudea naduk suryanea varekamayirunuðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ”«,OFF
MA_YT2267,Corona virus evale okke kananillallo....Kerala thil flood okke undayapol eval maarokke rakshapettallo...,OFF
MA_YT2268,2pereyum shreddikathe fish bhangy aswathychavar undo,NOT
MA_YT2269,Ellavarum kundiyillotta nokkiye,OFF
MA_YT2270,Ini jasla kedukk Kollalo kali ðŸ˜‚ðŸ˜‚,OFF
MA_YT2271,Aegane acceptance undavum akileee,NOT
MA_YT2272,@USER Nair athu avarude samskkaaramaanu.keralathinte samskkaaram.ithallallo.aval avalude live yil parayarundallo ulippuilleennu.athupole naanavum maanavum ulippum illaatha randu pennugal kaanikkunna thonnivaasathinu oru kaalathum acceptance undavilla mone,OFF
MA_YT2273,@USER Nair keralathinu athinte thaaya thanimaum samsakkaravum undu.allathe marachu vekkendathu purathu katti nadakka.aennitt samskkaram aennaperum.onnu podo ithinokke vivaram koodiyitt pranthu aaayathaanu,OFF
MA_YT2274,@USER Nair vere oru madhathineum vimarshikkanonnum varunnillallo athentha kaaryam,NOT
MA_YT2275,Kunddiyil paint adiyaanooo vidiyabiyasam ninte,OFF
MA_YT2276,Ee sthreeyude perin koode Fathima enn visheshiURL ah perinte mahathvam pokum,OFF
MA_YT2277,Vimarshanm naduthunnavar thannanu eee vdo ellam kanunnathum aaswadikunnathum. URL are kaanikkananu ninteyoke vimarshanam,NOT
MA_YT2278,Ithonum report adichu pootikkan pattule,OFF
MA_YT2279,Ivale kandappol ollathu koode urangi ðŸ˜‘,OFF
MA_YT2280,Ithokke aarangilum aasathikko ?ðŸ˜‚ðŸ˜‚,OFF
MA_YT2281,Ith parayaan thaan ethaa myre... Thante purathallallo varachath...,OFF
MA_YT2282,athine ne eathada mayire...vtlirikkana pennungalum ithokke kaananind.adutha generation ithokke oru model aayi kaanulloo..naad nashikkan vere onnum venda..avan vannekkanu support indakkikkond,OFF
MA_YT2283,nalla uppakum ummakum janichathalla evalokke,OFF
MA_YT2284,Islamine ithrathil ninnikkarud adulkollunna oruURL hradayathin id manodukkamayitheerum,OFF
MA_YT2285,Njangal enthe venenkilum vilikkum nee kondu poyi case koduke,NOT
MA_YT2286,Ethilum nallath evalde ummayude dehath varakkanatharunnu parayan padillatha Oru ammane pattitt but parayipURL adungullunn vijaricha entha cheyika ...,OFF
MA_YT2287,Wait ninneyokke allah mara rogham tannu neeyokke duniyavil ninnu narakikkym,OFF
MA_YT2288,Islamallengil ningalkk enthina kuru pottunnath,OFF
MA_YT2289,Pennungalkk thanne nanakkedadi ningal,OFF
MA_YT2290,Nna poi ninte ithanem kidathi paint adikkedaðŸ´ðŸ·ðŸ¦“ðŸ¦ðŸ¦“ðŸ´ðŸ¦ŒðŸ‚ðŸ—ðŸƒðŸ–,OFF
MA_YT2291,Ente ponnu sahodharimaare...thuniyillathe kamizhnnu kidannu njangal sthreekalkku motham maanakked undaki sthree samathwam undakkalle...njangalum pennungalaanu...naanamakunnu,OFF
MA_YT2292,â€‹@USER Kumar njan sahodari aan. njan azichitt body painting cheyunna channel onnum subscribe cheythitilla mashe..ella sthalathum comment cheyyan.. ith engnyoo ytb lisil nn kand poyathaan..,NOT
MA_YT2293,@USER Kumar ente ee replyk ulla prathikaranam aryan thaparyamund. ente chinthakalil puthiya vazhikalude povan ath sahayikkum. njan ie paranjathinod yojikunnundo?,NOT
MA_YT2294,Ninayoke peediURL ivide aarumilalo daivame..kunjipillere veruthe vidunila kaamapranthanmar....,OFF
MA_YT2295,Ninakokke porn movie abhinayicha nalla cash kittum. Nalla rasamulla kundiyum mulayum.poor nere kand illa.rahnade poorummentha vadakk athe.,OFF
MA_YT2296,Ninakkokkee ulla shiksha padachon ee lokath ninn thanne tharum,OFF
MA_YT2297,Serious ayittanu cheythathenkil valare borayitind....,NOT
MA_YT2298,Nee okke muslim pennungalkokke abhamanamaan,OFF
MA_YT2299,@USER Garuda pardaye kurichokke paranjallo angana paranjadaa,NOT
MA_YT2300,Girlsine mosham aaki kaanikunna oru koottaam keedangal,OFF
MA_YT2301,Ninde pengalem ingane kedathi painting cheyyunnath ithupole lookam ottake kanunna pole neyum kananam. Appozhum parayanam body art.,OFF
MA_YT2302,poooii cahtooode koppe,OFF
MA_YT2303,Ellavarum dislike cheyyu... Ee pezhakale YouTube purathakkatte... Report adikku,OFF
MA_YT2304,Ningalude kundi paint cheydh publicity nedan mathram cheap aano ningalude team,OFF
MA_YT2305,Marupadi ninte thathayodu parayam entha,OFF
MA_YT2306,Islaminte mahatham ninakkum ninte koottalikalkum manassilavilla... Athu manassilavanamenkil minimum budhiyum.. Oralppam nnaanavum manavum venam.. ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,OFF
MA_YT2307,Aamizzz Minnuz nee podi maire... ninakk ninde kaaryam nokiya pore,OFF
MA_YT2308,@USER N thaan podo..njan thnte kaaryathil vann thala ettillaloo.. URL thanik nthadoo.. ðŸ˜¡,OFF
MA_YT2309,"Minimum budhi ullath kondaanu ee paranja matham enna pottatharam avar thiricharinjath.... Athillaath kond , ningalokke ippozhum etho manushyan undaakkiya Mathathinte URL pokunnu.",NOT
MA_YT2310,sreejil vp sreejil myr avalude chiri nakki or fake,OFF
MA_YT2311,Eviday penn cinemayil kaannichaal athu kollaam chavendavarkkk chavaam,NOT
MA_YT2312,Madam nadathi aviday endhum aavaam elley,NOT
MA_YT2313,Avlde veetukark illatha chorichil naatukark venno ??? Ine athano atho mathparmaya ethirpoano ningalk eandanathath aanel ath ninglude vargeeytha kondane engne jeevikynm enn ororuthrudeyum ishtmane avrude veetukar support aanel naatukark athil entha kaarym,NOT
MA_YT2314,Thandhayilla panni ividay pala matha panditham maarum kaannichirunnu appol ee thandhakk URL kandilla,OFF
MA_YT2315,@USER Shareej family undaayitt thammaditham kaannikkunnavarey ningal kandittilley,NOT
MA_YT2316,Entharinjittaa myra chelakkunne,OFF
MA_YT2317,Naannam ketta ethra ennam public aayi kaannikunnu,OFF
MA_YT2318,Canvasil varakkunnene ninde private partsil varachitaano mole artistiscal skill kanikkendadh ?,OFF
MA_YT2319,URL mattullorde vayarilum kazithilum varachitalla world famous aayadh... Varakkaanulla kazivundengil ee koprayathinde avashyamilla fame kitaaan... Idhine support akaanum alkaar thfuu,NOT
MA_YT2320,Ennum paranj muzhuvane kidathett aanodi varakendathðŸ˜ennal kollam aarem kaanitha varakanm..avala kundim kaanich vechtt njaayam parayan vannekunn,OFF
MA_YT2321,URL puram kaanikkunnathalle ARTISTICSKILLSðŸ˜ðŸ˜ðŸ˜ðŸ˜,OFF
MA_YT2322,"Kollam,pwoli saaanam mayiruðŸ˜…",OFF
MA_YT2323,Veshya kal... poi... chakadiiii,OFF
MA_YT2324,Idh chummaa show verm show HASH,OFF
MA_YT2325,"Ee varakunavlde kannadich pottich vidanm ,kidakunna nayinde molde bodyl elladthm mulak pottich thech chavitti oru mulakidnm nallavraya orupattm girlsinu nanakedayi randu chettakl erunnu varach klikua ðŸ‘ŠðŸ‘ŠðŸ‘Š",OFF
MA_YT2326,Malarnnn kidann paint adikkadi,OFF
MA_YT2327,Dayavu cheyth Ninte aaaa fathima peru mattuuuuu ath njangale muth nabiyude mole peranuuuuuuuu,OFF
MA_YT2328,Muth nabiyo? Athetha myran,OFF
MA_YT2329,"@USER tutorial basith Eda Nabi enn paranja Oru MYran Illa.. eni undenkil ennekal vegathil neeyarikum chaavuka.. enthukondaanenn ninak manassilaayallo.. , madhathintem daivathintem Peru paranj Ondaaakkallada naaaintamone.. Nabiyum illa oru koppum illa allaahu polayaadimon Muslim enno hindhu ennoo Cristian enno illa ellarum onnanu..",OFF
MA_YT2330,Ninteyellam Oru myr Nabiyum kullaaahuvum,OFF
MA_YT2331,@USER k aaaa nayik vaattanuuu bro nmml mint cheyyenda,OFF
MA_YT2332,Utharavadithodu koodi chandiyil paints adikkunu bandhappeduka jasla,OFF
MA_YT2333,Rand kili poya items aarko vendy aarkum vendatha nthinooo vendy,NOT
MA_YT2334,Nice painting.. but ith ingane body il cheythal side effects onnum undaville..... Nice art,NOT
MA_YT2335,aa video edutha myrane chevikkallinu orennom kodukkanom zoom cheyyada zoom,OFF
MA_YT2336,I S jihadi pannikal...Suvargam..Huri. Kanthu sunnathu,OFF
MA_YT2337,Enthinanavo URL kanan vannath,NOT
MA_YT2338,Nii sherikkonnu kanikk myree nint full shareeram Ennitt rodilkoodokke nadakk ... Ennitt chelakk ... Ithreem chelachitt ni arreyaaa pedikkunne ....,OFF
MA_YT2339,Podi veshi poorimole,OFF
MA_YT2340,Ninne undakiya myran thandayod ...edaaa pooooraaaa nthina myree inganonnine undakiyittathðŸ–•ðŸ–•ðŸ–•ðŸ–•,OFF
MA_YT2341,Comment section mothom kurupottals anello,NOT
MA_YT2342,Daivame aa kunji kochinte munnil aano thalle thuni illaathe kidannathu? Athine kondu video edupURLðŸ¤¦â€â™€,OFF
MA_YT2343,Muslim ennullathukond mathramalla sthreekal ingane nagna pradarshnm kazhcha vekkanda oru vasthu aaytanu ivar vijarikunnath..,OFF
MA_YT2344,Public aayi ithilum valuth cheyyunnavar endhu cheyyannam.,NOT
MA_YT2345,Kundi poli kodukan poyikoodey ðŸ˜…,OFF
MA_YT2346,enth kaaanichalum aaa kundeekude swarnam varillallo ivattangalude kaanumbo oru feel kittunnilla,OFF
MA_YT2347,Super chanthi. Kandittu nalla soft aanennu thonnunnu... kurachukoodi kaanikkente chechiii...,OFF
MA_YT2348,Arum ahamkarikaruthu.. oru asukam vannal mathi allam ki vidan... enik athrayum parayan ullu...,NOT
MA_YT2349,Pubg id ayachal req idumo,NOT
MA_YT2350,mole enk kabaril poyi kidakendeðŸ˜¡shavangall,OFF
MA_YT2351,Kabaril ac fit cheyyithittundo,NOT
MA_YT2352,Kuthichi ummachi paradha kuttikkaley public kali kaannaan beachil poyaal mathi,OFF
MA_YT2353,Evalkk okke mooth irikkuvaa,OFF
MA_YT2354,Rehana oru gas vittal theerum jeslede kaaryam...,OFF
MA_YT2355,Muslim alaathavar polum islamine vaanolam uyarthi parayunnu... (islamine manassilakikkond ) ivalmaarokke nth janmam aan...,NOT
MA_YT2356,Polayadddd thevidichii molleeeee nee bigboss ill nammade sir ne ittu undakan ninnal undalloo... thayolli molleee.... ninde samaanam kannillaa nee purath iragiyaaaa,OFF
MA_YT2357,evollocke URL enthina bigg bossil kaytunathu,OFF
MA_YT2358,Ninakkokke varakkan vere oru sthalom kittanjitta. Neeyokke kalaye aanu apamanikkunne.,OFF
MA_YT2359,Nalla kundi ...thuniyillatha nadakkunna randu swaathanthra kilikal,OFF
MA_YT2360,2 um kanjavanu.....kidakkunnaval nalla fittum,OFF
MA_YT2361,Evala chanthiyum manathond irunno ninakatha paranjit ullathðŸ’¥ðŸ˜Š,OFF
MA_YT2362,Ithra valya mandathatangal njn adyam ayita kelkune... Myre shogam 2 ennam..,OFF
MA_YT2363,Ella mathatheyum bahumanikkan padikka .oru mathaghinteyum aacharanghalum anushtanaghal bahumanichillelum parihasikathirikkuka.,NOT
MA_YT2364,E pannikale kallu parakki kollanam...Shavangal....chiiiðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ™ðŸ™,OFF
MA_YT2365,Bro eenapechikkum marapattiikum ithenekkal ethreyyo velayyund,NOT
